period,sku_id,category_id,brand,lifetime_days,qty_total,orders_qty,abc,total_abc_numeric,avg_discount_perc_by_goods,max_discount_perc_by_goods,,avg_goods_price_by_goods,revenue,last_goods_sell_status,oos__by_goods,war,covid,year,sin_quarter,cos_quarter,sin_month,cos_month,sin_week,cos_week,data_status
9/9/2024,9629394497,672241,611108271,1914,0,0,,,,,,"2249,7",0,available,1,1,0,2024,-1,0,-1,0,"-0,935","-0,3546",inconsistent
9/2/2024,9629394497,672241,611108271,1907,0,0,,,,,,"2249,7",0,available,1,1,0,2024,-1,0,-1,0,"-0,8855","-0,4647",inconsistent
9/2/2024,32746043597,672241,42733831,1013,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,8855","-0,4647",inconsistent
9/23/2024,32746043597,672241,42733831,1034,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,9927","-0,1205",inconsistent
9/16/2024,32746043597,672241,42733831,1027,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",inconsistent
9/9/2024,32746043597,672241,42733831,1020,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,"-0,935","-0,3546",inconsistent
9/30/2024,32746043597,672241,42733831,1041,0,0,,,,,,0,0,,0,1,0,2024,-1,0,-1,0,-1,0,inconsistent
2/13/2023,31376582820,672241,962351639,550,0,0,,,,,,927,0,available,1,1,0,2023,1,0,"0,866","0,5","0,7485","0,6631",inconsistent
2/6/2023,31376582820,672241,962351639,543,0,0,,,,,,927,0,available,1,1,0,2023,1,0,"0,866","0,5","0,6631","0,7485",inconsistent
2/20/2023,31376582820,672241,962351639,557,0,0,,,,,,927,0,available,1,1,0,2023,1,0,"0,866","0,5","0,823","0,5681",inconsistent
2/27/2023,31376582820,672241,962351639,564,0,0,,,,,,927,0,available,1,1,0,2023,1,0,"0,866","0,5","0,8855","0,4647",inconsistent
2/13/2023,31376614032,672241,962351639,550,0,0,,,,,,"746,1",0,available,1,1,0,2023,1,0,"0,866","0,5","0,7485","0,6631",inconsistent
2/6/2023,31376614032,672241,962351639,543,0,0,,,,,,"746,1",0,available,1,1,0,2023,1,0,"0,866","0,5","0,6631","0,7485",inconsistent
2/20/2023,31376614032,672241,962351639,557,0,0,,,,,,"746,1",0,available,1,1,0,2023,1,0,"0,866","0,5","0,823","0,5681",inconsistent
2/27/2023,31376614032,672241,962351639,564,0,0,,,,,,"746,1",0,available,1,1,0,2023,1,0,"0,866","0,5","0,8855","0,4647",inconsistent
12/19/2022,35760801349,672241,773497904,62,1,1,,0,,,,"328,8","328,8",available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760801349,672241,773497904,55,0,0,,,,,,"328,8","273,6",available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760801349,672241,773497904,48,0,0,,,,,,"328,8",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760801674,672241,773497904,62,0,0,,,,,,"376,2",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760801674,672241,773497904,55,1,1,,0,,,,"376,2",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760801674,672241,773497904,48,2,2,,0,,,,"376,2","376,2",available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760801996,672241,773497904,62,0,0,,,,,,0,0,,0,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760801996,672241,773497904,55,2,2,,0,,,,"387,471",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760801996,672241,773497904,48,0,0,,,,,,"362,142",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760802213,672241,773497904,62,1,1,,0,,,,"427,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760802213,672241,773497904,55,0,0,,,,,,"386,658",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760802213,672241,773497904,48,0,0,,,,,,"355,8","406,2",available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760802537,672241,773497904,62,0,0,,,,,,"474,6",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760802537,672241,773497904,55,0,0,,,,,,"474,6",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760802537,672241,773497904,48,0,0,,,,,,"474,6","474,6",available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760802857,672241,773497904,62,1,1,,0,,,,"474,6","474,6",available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760802857,672241,773497904,55,0,0,,,,,,"474,6",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760802857,672241,773497904,48,0,0,,,,,,"474,6",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760803117,672241,773497904,62,1,1,,0,,,,"466,8","466,8",available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760803117,672241,773497904,55,0,0,,,,,,"466,8","388,2",available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760803117,672241,773497904,48,0,0,,,,,,"466,8","388,2",available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760803493,672241,773497904,62,0,0,,,,,,"466,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",unsold
12/12/2022,35760803493,672241,773497904,55,0,0,,,,,,"466,8",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",unsold
12/5/2022,35760803493,672241,773497904,48,0,0,,,,,,"433,113",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",unsold
12/19/2022,35760803736,672241,773497904,62,0,0,,,,,,"607,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760803736,672241,773497904,55,0,0,,,,,,"607,8",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760803736,672241,773497904,48,0,0,,,,,,"563,958",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760804010,672241,773497904,62,0,0,,,,,,"607,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760804010,672241,773497904,55,0,0,,,,,,"607,8","505,5",available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760804010,672241,773497904,48,0,0,,,,,,"593,187",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760804375,672241,773497904,62,0,0,,,,,,264,0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760804375,672241,773497904,55,0,0,,,,,,264,0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760804375,672241,773497904,48,2,2,,0,,,,264,0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760804684,672241,773497904,62,0,0,,,,,,"328,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760804684,672241,773497904,55,0,0,,,,,,"289,371",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760804684,672241,773497904,48,0,0,,,,,,"273,6",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760805289,672241,773497904,62,24,2,,0,,,,"376,2","1504,8",available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760805289,672241,773497904,55,0,0,,,,,,"376,2","1441,5",available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760805289,672241,773497904,48,3,1,,0,,,,"376,2",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760805589,672241,773497904,62,0,0,,,,,,"390,3",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760805589,672241,773497904,55,1,1,,0,,,,"390,3",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760805589,672241,773497904,48,5,1,,0,,,,"390,3","632,7",available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760805824,672241,773497904,62,0,0,,,,,,0,0,,0,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760805824,672241,773497904,55,6,6,,0,,,,"424,713","783,6",available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760805824,672241,773497904,48,0,0,,,,,,"417,513","355,8",available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760806147,672241,773497904,62,0,0,,,,,,"474,6",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760806147,672241,773497904,55,0,0,,,,,,"474,6",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760806147,672241,773497904,48,0,0,,,,,,"440,4",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760806438,672241,773497904,62,0,0,,,,,,"474,6",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760806438,672241,773497904,55,0,0,,,,,,"474,6","394,8",available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760806438,672241,773497904,48,0,0,,,,,,"474,6","394,8",available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760806772,672241,773497904,62,0,0,,,,,,"466,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760806772,672241,773497904,55,0,0,,,,,,"466,8","466,8",available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760806772,672241,773497904,48,0,0,,,,,,"466,8",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760807010,672241,773497904,62,0,0,,,,,,"466,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760807010,672241,773497904,55,1,1,,0,,,,"466,8",855,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760807010,672241,773497904,48,0,0,,,,,,"466,8",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760807974,672241,773497904,62,1,1,,0,,,,264,0,available,"0,286",1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760807974,672241,773497904,55,2,2,,0,,,,264,0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760807974,672241,773497904,48,2,1,,0,,,,264,0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760808239,672241,773497904,62,0,0,,,,,,"328,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760808239,672241,773497904,55,0,0,,,,,,"289,371",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760808239,672241,773497904,48,0,0,,,,,,"273,6",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760808536,672241,773497904,62,0,0,,,,,,"376,2",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760808536,672241,773497904,55,1,1,,0,,,,"340,029",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760808536,672241,773497904,48,0,0,,,,,,"312,9",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760808866,672241,773497904,62,0,0,,,,,,0,0,,0,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760808866,672241,773497904,55,2,2,,0,,,,"379,575","649,2",available,"0,571",1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760808866,672241,773497904,48,0,0,,,,,,"390,3",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760809177,672241,773497904,62,0,0,,,,,,0,0,,0,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760809177,672241,773497904,55,4,1,,0,,,,"427,8",0,available,"0,143",1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760809177,672241,773497904,48,0,0,,,,,,"427,8",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35760809493,672241,773497904,62,0,0,,,,,,"474,6",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760809493,672241,773497904,55,0,0,,,,,,"417,6",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760809493,672241,773497904,48,0,0,,,,,,"394,8",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760809723,672241,773497904,62,0,0,,,,,,"474,6",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760809723,672241,773497904,55,0,0,,,,,,"417,6",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760809723,672241,773497904,48,0,0,,,,,,"394,8",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,3576081009,672241,773497904,62,0,0,,,,,,"466,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,3576081009,672241,773497904,55,0,0,,,,,,"410,658",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,3576081009,672241,773497904,48,0,0,,,,,,"388,2",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760810312,672241,773497904,62,0,0,,,,,,"466,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760810312,672241,773497904,55,0,0,,,,,,"410,658",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760810312,672241,773497904,48,0,0,,,,,,"388,2",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760810624,672241,773497904,62,0,0,,,,,,"607,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760810624,672241,773497904,55,0,0,,,,,,"534,729",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760810624,672241,773497904,48,0,0,,,,,,"505,5",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760810972,672241,773497904,62,1,1,,0,,,,"607,8",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35760810972,672241,773497904,55,0,0,,,,,,"534,729",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35760810972,672241,773497904,48,0,0,,,,,,"505,5",0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,35760811216,672241,773497904,62,1,1,,0,,,,264,0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,35760811216,672241,773497904,55,5,4,,0,,,,"262,113",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,35760811216,672241,773497904,48,1,1,,0,,,,264,0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,3577564803,672241,313270388,61,0,0,,,,,,"4649,4",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",ok
12/12/2022,3577564803,672241,313270388,54,0,0,,,,,,"4649,4",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",ok
12/5/2022,3577564803,672241,313270388,47,0,0,,,,,,4650,4650,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",ok
12/19/2022,35797749988,672241,313270388,59,0,0,,,,,,"4649,4",0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,35797749988,672241,313270388,52,0,0,,,,,,"4649,4",0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,35797749988,672241,313270388,45,0,0,,,,,,4650,0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
12/19/2022,746436995,672241,617591237,2476,0,0,,,,,,1716,0,available,1,1,0,2022,0,1,0,1,"-0,1205","0,9927",inconsistent
12/12/2022,746436995,672241,617591237,2469,0,0,,,,,,1716,0,available,1,1,0,2022,0,1,0,1,"-0,2393","0,9709",inconsistent
12/5/2022,746436995,672241,617591237,2462,0,0,,,,,,1716,0,available,1,1,0,2022,0,1,0,1,"-0,3546","0,935",inconsistent
10/23/2023,36952764350,672241,968502710,235,0,0,,,,,,"3771,129","2999,7",available,1,1,0,2023,0,1,"-0,866","0,5","-0,8855","0,4647",inconsistent
10/16/2023,36952764350,672241,968502710,228,1,1,BAAA,11,"0,286","0,286",,"2999,7","2999,7",available,1,1,0,2023,0,1,"-0,866","0,5","-0,935","0,3546",inconsistent
10/9/2023,36952764350,672241,968502710,221,3,3,BBAA,10,"0,286","0,286",,"2999,7","11998,8",available,"0,857",1,0,2023,0,1,"-0,866","0,5","-0,9709","0,2393",inconsistent
10/2/2023,36952764350,672241,968502710,214,2,2,BBAA,10,"0,286","0,286",,"3171,129",0,available,1,1,0,2023,0,1,"-0,866","0,5","-0,9927","0,1205",inconsistent
10/23/2023,36952921551,672241,968502710,235,0,0,,,,,,"4199,7",0,available,1,1,0,2023,0,1,"-0,866","0,5","-0,8855","0,4647",inconsistent
10/16/2023,36952921551,672241,968502710,228,0,0,,,,,,"4199,7",0,available,1,1,0,2023,0,1,"-0,866","0,5","-0,935","0,3546",inconsistent
10/9/2023,36952921551,672241,968502710,221,1,1,CBBA,8,,,,"4199,7","4199,7",available,1,1,0,2023,0,1,"-0,866","0,5","-0,9709","0,2393",inconsistent
10/2/2023,36952921551,672241,968502710,214,0,0,,,,,,"4199,7",0,available,1,1,0,2023,0,1,"-0,866","0,5","-0,9927","0,1205",inconsistent
10/23/2023,36952968358,672241,968502710,235,1,1,AAAA,12,"0,177","0,177",,"4971,129","4199,7",available,1,1,0,2023,0,1,"-0,866","0,5","-0,8855","0,4647",inconsistent
10/16/2023,36952968358,672241,968502710,228,0,0,,,,,,"4199,7",0,available,1,1,0,2023,0,1,"-0,866","0,5","-0,935","0,3546",inconsistent
10/9/2023,36952968358,672241,968502710,221,1,1,AAAA,12,"0,177","0,177",,"4199,7","4199,7",available,"0,857",1,0,2023,0,1,"-0,866","0,5","-0,9709","0,2393",inconsistent
10/2/2023,36952968358,672241,968502710,214,2,2,AAAA,12,"0,177","0,177",,"4328,271","4199,7",available,1,1,0,2023,0,1,"-0,866","0,5","-0,9927","0,1205",inconsistent
3/4/2024,4486038235,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
3/4/2024,44860382637,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
3/4/2024,44860382932,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
3/4/2024,4486038328,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
3/4/2024,44860383567,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
3/4/2024,4486038387,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
3/4/2024,44860384161,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",novelty
3/4/2024,44860384494,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",ok
3/4/2024,44860384733,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
3/4/2024,44860385094,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
3/4/2024,44860385362,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",novelty
3/4/2024,44860385651,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
3/4/2024,44860385918,672241,370793386,-189,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
3/4/2024,44942965112,672241,348717123,-193,0,0,,,,,,0,0,,0,1,0,2024,1,0,1,0,"0,8855","0,4647",inconsistent
11/20/2023,39814768574,672241,348717123,51,5,5,BBBA,9,"0,237","0,237",,"1259,7","5038,8",available,1,1,0,2023,0,1,"-0,5","0,866","-0,5681","0,823",ok
6/12/2023,27878669323,672241,271765659,844,6,2,,0,,,,"363,6",0,available,1,1,0,2023,0,-1,0,-1,"0,2393","-0,9709",ok
6/19/2023,27878669323,672241,271765659,851,1,1,,0,,,,"363,6","727,2",available,1,1,0,2023,0,-1,0,-1,"0,1205","-0,9927",ok
6/26/2023,27878669323,672241,271765659,858,1,1,,0,,,,"363,6","363,6",available,1,1,0,2023,0,-1,0,-1,0,-1,ok
6/12/2023,27878726372,672241,271765659,844,0,0,,,,,,"367,5",0,available,"0,571",1,0,2023,0,-1,0,-1,"0,2393","-0,9709",ok
6/19/2023,27878726372,672241,271765659,851,0,0,,,,,,0,0,,0,1,0,2023,0,-1,0,-1,"0,1205","-0,9927",ok
6/26/2023,27878726372,672241,271765659,858,0,0,,,,,,0,0,,0,1,0,2023,0,-1,0,-1,0,-1,ok
6/19/2023,2787887686,672241,271765659,851,0,0,,,,,,"372,9",0,available,1,1,0,2023,0,-1,0,-1,"0,1205","-0,9927",ok
4/10/2023,33750536246,672241,962351639,411,0,0,,,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,9709","-0,2393",inconsistent
4/3/2023,33750536246,672241,962351639,404,0,0,,,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,9927","-0,1205",inconsistent
4/17/2023,33750536246,672241,962351639,418,0,0,,,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,935","-0,3546",inconsistent
4/24/2023,33750536246,672241,962351639,425,0,0,,,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,8855","-0,4647",inconsistent
4/10/2023,33750578247,672241,962351639,411,0,0,,,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,9709","-0,2393",inconsistent
4/3/2023,33750578247,672241,962351639,404,0,0,,,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,9927","-0,1205",inconsistent
4/17/2023,33750578247,672241,962351639,418,0,0,,,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,935","-0,3546",inconsistent
4/24/2023,33750578247,672241,962351639,425,0,0,,,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,8855","-0,4647",inconsistent
4/10/2023,33750613973,672241,962351639,411,3,3,,0,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,9709","-0,2393",inconsistent
4/3/2023,33750613973,672241,962351639,404,2,2,,0,,,,"743,4",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,9927","-0,1205",inconsistent
4/17/2023,33750613973,672241,962351639,418,1,1,,0,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,935","-0,3546",inconsistent
4/24/2023,33750613973,672241,962351639,425,0,0,,,,,,"746,1",0,available,1,1,0,2023,0,-1,"0,866","-0,5","0,8855","-0,4647",inconsistent
9/2/2024,32812905448,672241,962351639,1007,0,0,,,,,,"928,8",0,available,1,1,0,2024,-1,0,-1,0,"-0,8855","-0,4647",inconsistent
9/23/2024,32812905448,672241,962351639,1028,0,0,,,,,,"928,8",0,available,1,1,0,2024,-1,0,-1,0,"-0,9927","-0,1205",inconsistent
9/16/2024,32812905448,672241,962351639,1021,0,0,,,,,,"928,8",0,available,1,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",inconsistent
9/9/2024,32812905448,672241,962351639,1014,1,1,CCCB,5,,,,"928,8","928,8",available,1,1,0,2024,-1,0,-1,0,"-0,935","-0,3546",inconsistent
9/30/2024,32812905448,672241,962351639,1035,1,1,CCCA,6,"0,138","0,138",,"928,8",0,available,1,1,0,2024,-1,0,-1,0,-1,0,inconsistent
9/2/2024,32815784212,672241,962351639,1007,0,0,,,,,,"928,8",0,available,1,1,0,2024,-1,0,-1,0,"-0,8855","-0,4647",inconsistent
9/23/2024,32815784212,672241,962351639,1028,0,0,,,,,,"928,8",0,available,1,1,0,2024,-1,0,-1,0,"-0,9927","-0,1205",inconsistent
9/16/2024,32815784212,672241,962351639,1021,0,0,,,,,,"928,8",0,available,1,1,0,2024,-1,0,-1,0,"-0,9709","-0,2393",inconsistent
9/9/2024,32815784212,672241,962351639,1014,0,0,,,,,,"928,8",0,available,1,1,0,2024,-1,0,-1,0,"-0,935","-0,3546",inconsistent
9/30/2024,32815784212,672241,962351639,1035,0,0,,,,,,"928,8",0,available,1,1,0,2024,-1,0,-1,0,-1,0,inconsistent
10/23/2023,37232337056,672241,650599404,213,0,0,,,,,,0,627,,0,1,0,2023,0,1,"-0,866","0,5","-0,8855","0,4647",inconsistent
10/16/2023,37232337056,672241,650599404,206,1,1,BCCA,7,,,,627,0,available,"0,429",1,0,2023,0,1,"-0,866","0,5","-0,935","0,3546",inconsistent
10/9/2023,37232337056,672241,650599404,199,0,0,,,,,,627,0,available,1,1,0,2023,0,1,"-0,866","0,5","-0,9709","0,2393",inconsistent
10/2/2023,37232337056,672241,650599404,192,0,0,,,,,,627,0,available,1,1,0,2023,0,1,"-0,866","0,5","-0,9927","0,1205",inconsistent
2/13/2023,31603725134,672241,729927473,534,0,0,,,,,,0,0,,0,1,0,2023,1,0,"0,866","0,5","0,7485","0,6631",inconsistent
2/6/2023,31603725134,672241,729927473,527,1,1,,0,,,,0,"2219,7",,0,1,0,2023,1,0,"0,866","0,5","0,6631","0,7485",inconsistent
2/20/2023,31603725134,672241,729927473,541,0,0,,,,,,"2219,7",0,available,"0,714",1,0,2023,1,0,"0,866","0,5","0,823","0,5681",inconsistent
2/27/2023,31603725134,672241,729927473,548,1,1,,0,,,,"2219,7","2219,7",available,1,1,0,2023,1,0,"0,866","0,5","0,8855","0,4647",inconsistent
2/13/2023,31698186711,672241,617591237,528,0,0,,,,,,1716,0,available,1,1,0,2023,1,0,"0,866","0,5","0,7485","0,6631",inconsistent
2/6/2023,31698186711,672241,617591237,521,0,0,,,,,,1716,0,available,1,1,0,2023,1,0,"0,866","0,5","0,6631","0,7485",inconsistent
2/20/2023,31698186711,672241,617591237,535,0,0,,,,,,1716,0,available,1,1,0,2023,1,0,"0,866","0,5","0,823","0,5681",inconsistent
2/27/2023,31698186711,672241,617591237,542,0,0,,,,,,1716,0,available,1,1,0,2023,1,0,"0,866","0,5","0,8855","0,4647",inconsistent
